7;198.18.0.0;16;Supervision - root block;0;49;4
23;192.168.0.0;18;PR-SOUTHB-36614x;0;0;7
26;10.131.1.0;24;iDirect - Private Range - Tanzania;0;0;7
27;10.131.100.0;23;iDirect - Private Range – Tanzania;0;0;7
30;10.232.0.0;16;iDirect - Private Range - Nittedal (B);0;0;7
31;172.20.0.0;16;Old M&C subnet;0;0;7
36;192.168.64.0;18;BWAN related M&C subnets #1;0;0;7
38;10.189.4.0;24;Petrochad (PML);0;0;7
39;195.20.160.0;19;SK-BRTSLV-8264a;0;0;16
40;212.197.0.0;17;SK-BRTSLV-8264b;0;0;16
47;10.106.0.0;15;NO-EIK-Private;0;0;7
48;182.50.176.0;21;Airbus IP range APNIC;0;0;3
49;182.50.184.0;22;APNIC - Free/Unused;1270;0;3
51;182.50.190.0;23;AU-SYD-MARLINK-ENTERPRISE;1270;0;3
52;172.16.0.0;16;Marlink IT networks;0;0;25
53;182.50.176.0;24;NSPA-MWR-KAIA - AS55434;48;0;3
250;10.106.0.0;16;MARLINK EIK E/S Private M&C;0;0;25
251;10.107.0.0;17;MARLINK EIK E/S Private M&C;47;0;7
293;10.131.1.0;28;Free (TAN);26;0;7
294;10.131.1.16;30;Free (TAN);26;0;7
295;10.131.1.20;30;Free (TAN);26;0;7
296;10.131.1.24;30;Free;26;0;7
297;10.131.1.28;30;Free;26;0;7
298;10.131.1.32;30;Free;26;0;7
299;10.131.1.36;30;Free;26;0;7
300;10.131.1.40;30;Free;26;0;7
301;10.131.1.44;30;Free;26;0;7
302;10.131.1.48;30;Free;26;0;7
303;10.131.1.52;30;Free;26;0;7
304;10.131.1.56;30;Free;26;0;7
305;10.131.1.60;30;Free;26;0;7
306;10.131.1.64;28;Free;26;0;7
307;10.131.1.80;30;Free;26;0;7
308;10.131.1.84;30;Free;26;0;7
309;10.131.1.88;30;Free;26;0;7
310;10.131.1.92;30;Free;26;0;7
311;10.131.1.96;29;Free (TAN);26;0;7
312;10.131.1.104;29;Free (TAN);26;0;7
313;10.131.1.112;29;Free (TAN);26;0;7
314;10.131.1.120;29;Free (TAN);26;0;7
315;10.131.1.128;26;Free;26;0;7
316;10.131.1.192;26;Free (TAN);26;0;7
317;10.131.100.0;27;Free;27;0;7
318;10.131.100.32;27;Free;27;0;7
319;10.131.100.64;27;iDirect - Private Range - Tanzania;27;0;7
320;10.131.100.96;27;iDirect - Private Range - Tanzania;27;0;7
321;10.131.100.128;27;iDirect - Private Range - Tanzania;27;0;7
322;10.131.100.160;27;iDirect - Private Range - Tanzania;27;0;7
323;10.131.100.192;27;iDirect - Private Range - Tanzania;27;0;7
324;10.131.100.224;27;iDirect - Private Range - Tanzania;27;0;7
325;10.131.101.0;27;iDirect - Private Range - Tanzania;27;0;7
326;10.131.101.32;27;iDirect - Private Range - Tanzania;27;0;7
327;10.131.101.64;27;iDirect - Private Range - Tanzania;27;0;7
328;10.131.101.96;27;iDirect - Private Range - Tanzania;27;0;7
329;10.131.101.128;27;iDirect - Private Range - Tanzania;27;0;7
330;10.131.101.160;27;iDirect - Private Range - Tanzania;27;0;7
331;10.131.101.192;27;iDirect - Private Range - Tanzania;27;0;7
332;10.131.101.224;27;iDirect - Private Range - Tanzania;27;0;7
335;10.189.4.16;29;Petrochad (PML) - Free;38;0;7
337;10.189.4.32;27;Petrochad (PML) - Free;38;0;7
338;10.189.4.64;30;Petrochad (PML) - Free;38;0;7
339;10.189.4.68;30;Petrochad (PML) - Free;38;0;7
340;10.189.4.72;30;Petrochad (PML) - Free;38;0;7
341;10.189.4.76;30;Petrochad (PML) - Free;38;0;7
348;10.189.4.128;28;Petrochad (PML) - HUB-ASG-INTERCO-RTR-SHAPER (VLAN1230);38;0;7
349;10.189.4.144;30;Petrochad (PML) - HUB-INTERCO-PTH2-LONDON (VPN tunnel) RESERVED (NEW);38;0;7
350;10.189.4.148;30;Petrochad (PML) - Free;38;0;7
351;10.189.4.152;30;Petrochad (PML) - Free;38;0;7
352;10.189.4.156;30;Petrochad (PML) - HUB-INTERCO-PTH2 FTG -TLS FTG (VPN tunnel) RESERVED (NEW);38;0;7
353;10.189.4.160;28;Petrochad (PML) - HUB-TLS-INTERCO-RTR-FW (VLAN1233) (M&C);38;0;7
354;10.189.4.176;29;Petrochad (PML) - Free;38;0;7
355;10.189.4.184;29;Petrochad (PML) - HUB-INTERCO-PTH2-Griffith (LL);38;0;7
356;10.189.4.192;29;Petrochad (PML) - HUB-PTH2-INTERCO-RTR-FTG RESRERVED (NEW);38;0;7
357;10.189.4.200;29;Petrochad (PML) - IC with Dialog AIR9, SAT1;38;0;7
359;10.189.4.224;27;Petrochad (PML) - Free;38;0;7
360;10.232.10.0;24;FREE;30;0;7
361;10.232.12.0;24;HEI-SITE25 Sona Kaduna;30;0;7
362;10.232.14.0;24;HEI-SITE24 Champion;30;0;7
363;10.232.16.0;24;HEI-SITE27 Makurdi;30;0;7
364;10.232.18.0;24;HEI-SITE26 Life;30;0;7
660;77.70.159.0;28;Dialog lab - Loopbacks;6979;0;17
661;77.70.159.16;30;Dialog lab - IP NAT pool;6979;0;17
662;77.70.159.20;30;Dialog lab - PtP modem-router on TST-BRA-1;6979;0;17
663;77.70.159.24;30;Dialog lab - PtP modem-router, ECHO tshoot on BRA MDM2510;6979;0;17
688;77.70.159.248;29;Dialog LAB - Free;6979;0;17
1120;172.16.0.0;24;Hague - IT Servers NET#1;52;0;25
1121;172.16.3.0;24;Backbone - Free;52;0;25
1122;172.16.7.0;24;Was Nittedal - VPN users (TCP);52;0;25
1123;172.16.8.0;24;Was Nittedal - IT Servers Network;52;0;25
1124;172.16.9.0;24;Was Nittedal - VPN users (UDP);52;0;25
1125;172.16.10.0;24;Was Nittedal DRAC network;52;0;25
1138;172.16.12.0;24;Lysaker - IT Servers;52;0;25
1139;172.16.13.0;24;Lysaker - LAN;52;0;25
1140;172.16.15.0;24;Lysaker -  IT Servers - DRAC,DMZ;52;0;25
1141;172.16.17.0;25;Aussaguel -Demo M&C;0;0;17
1142;172.16.25.0;24;Lysaker - WLAN;52;0;25
1143;172.16.28.0;24;Was Nittedal m&c network;52;0;25
1145;172.16.30.0;24;Bratislava;52;0;25
1146;172.16.31.0;24;Backbone - Free;52;0;25
1147;172.16.32.0;24;Free;52;0;25
1148;172.16.33.0;24;TZ Dar Es Salaam- office LAN;52;0;25
1149;172.16.34.0;24;ex TDCOM (Choisy) - LAN and  WLAN;52;0;25
1150;172.16.35.0;24;exTDCOM (Choisy) - VoIP equipment;52;0;25
1152;172.16.38.0;24;Bratislava VPN;52;0;25
1153;172.16.39.0;26;Free;52;0;25
1154;172.16.39.128;25;Staalfjaera - LAN network;52;0;25
1155;172.16.40.0;24;Eik  - IT Servers NET#1;52;0;25
1156;172.16.42.0;24;Eik  - IT LAN NET;52;0;25
1157;172.16.43.0;24;Bratislava - IT servers;52;0;25
1158;172.16.44.0;24;Bratislava - Workstations LAN;52;0;25
1159;172.16.45.0;24;Bratislava - Workstations WLAN/WIFI;52;0;25
1160;172.16.46.0;24;Bratislava - Switch and M&C Network;52;0;25
1161;172.16.47.0;24;Bratislava - NAT IP block for Supervision;52;0;25
1162;172.16.48.0;24;Free;52;0;25
1163;172.16.49.0;24;Free;52;0;25
1164;172.16.52.0;23;Bratislava VPN - New RANGE;52;0;25
1165;172.16.60.0;23;Eik  - VPN;52;0;25
1166;172.16.70.0;30;Free;52;0;25
1167;172.16.98.0;23;Astrium EADS AUSSAGUEL  DIssus - VPN;52;0;25
1168;172.16.115.0;24;Bratislava - VoIP network;52;0;25
1169;172.16.128.0;22;ALL USA#1;52;0;25
1170;172.16.132.0;23;Rockville;52;0;25
1175;172.20.73.16;28;BJOR - Rytis to change/Populate;12285;0;7
1176;172.20.75.0;25;ECHO-SITE01 - Customer LAN;12285;0;7
1177;172.20.75.128;28;Free;12285;0;7
1180;172.20.96.0;29;Backbone use - Rytis to change/Populate;12285;0;7
1181;172.20.96.16;30;Backbone use - Rytis to change/Populate;12285;0;7
1267;182.50.177.0;24;APNIC - Free/Unused;48;0;3
1268;182.50.178.0;23;APNIC - Free/Unused;48;0;3
1269;182.50.180.0;22;APNIC - Free/Unused;48;0;3
1270;182.50.184.0;21;APNIC - Free/Unused;0;0;3
1271;182.50.191.0;24;AU-SYD-MARLINK-MSS-AS 55484a;51;0;3
1272;192.168.30.0;24;PR-iDIRECT [SOUTHB];23;0;7
1273;192.168.31.0;24;PR-iDIRECT [SOUTHB];23;0;7
1274;192.168.81.0;24;BRA_BNOC BWAN;36;0;7
1275;192.168.82.0;25;BWAN IC inside Vodafone for Magic access;36;0;7
1276;192.168.82.128;30;BWAN IC - for Vodafone  Airbus interconnects - Bratislava Primary;36;0;7
1277;192.168.82.132;30;BWAN IC - for Vodafone  Airbus interconnects - Bratislava Secondary;36;0;7
1278;192.168.82.136;30;BWAN IC - SIX-ODB Magic vrf;36;0;7
1279;192.168.82.140;30;BWAN IC - for Vodafone  Airbus interconnects - 1404220648 - 1410266009;36;0;7
1280;192.168.82.144;28;BWAN IC - for Vodafone  Airbus interconnects - 1404220646;36;0;7
1281;192.168.82.160;27;BWAN IC - for Vodafone  Airbus interconnects - 1404220642;36;0;7
1282;192.168.82.192;26;BWAN IC - for Vodafone  Airbus interconnects - 1404220637;36;0;7
3154;195.20.160.0;24;SK-segment in Nittedal;39;0;16
3155;195.20.161.0;24;SK-BRA-Internet connections - Interconnects;39;0;16
3156;195.20.162.0;24;Marlink IT office LAN network old;39;0;16
3157;195.20.163.0;27;DMZ - Honeypot;39;0;16
3160;195.20.163.48;28;free SK-BRTSLV-8264a - 1378819525 - 1378819532;39;0;16
3161;195.20.163.64;26;free SK-BRTSLV-8264a;39;0;16
3162;195.20.163.128;25;GERETS;39;0;16
3163;195.20.164.0;24;SK networks in Nittedal;39;0;16
3164;195.20.166.0;28;OSCE;39;0;16
3165;195.20.166.32;27;free SK-BRTSLV-8264a - 1378819679;39;0;16
3166;195.20.166.64;26;free SK-BRTSLV-8264a - 1378819679;39;0;16
3167;195.20.166.128;25;SIX segment;39;0;16
3168;195.20.167.0;24;free SK-BRTSLV-8264a;39;0;16
3169;195.20.168.0;24;Wifi visitors;39;0;16
3170;195.20.169.0;28;DATUM modems demo;39;0;16
3171;195.20.169.16;28;LAB: Internet Subnet for tests via Foritgate V01-ISP;39;0;16
3172;195.20.169.32;27;free SK-BRTSLV-8264a - 1378819754;39;0;16
3173;195.20.169.64;26;free SK-BRTSLV-8264a - 1378819727;39;0;16
3174;195.20.169.128;25;SK-BRA-VBB-DEMO;39;0;16
3175;195.20.170.0;24;Hosting LAN, public Internet;39;0;16
3176;195.20.171.0;24;free SK-BRTSLV-8264a;39;0;16
3177;195.20.172.0;24;free SK-BRTSLV-8264a;39;0;16
3178;195.20.173.0;24;free SK-BRTSLV-8264a;39;0;16
3179;195.20.174.0;24;free SK-BRTSLV-8264a;39;0;16
3180;195.20.175.0;24;free SK-BRTSLV-8264a;39;0;16
3181;195.20.176.0;24;free SK-BRTSLV-8264a;39;0;16
3182;195.20.177.0;24;free SK-BRTSLV-8264a;39;0;16
3183;195.20.178.0;24;free SK-BRTSLV-8264a;39;0;16
3184;195.20.179.0;24;free SK-BRTSLV-8264a;39;0;16
3185;195.20.180.0;24;Bratislava LAB;39;0;16
3186;195.20.181.0;24;free SK-BRTSLV-8264a;39;0;16
3187;195.20.182.0;24;free SK-BRTSLV-8264a;39;0;16
3188;195.20.183.0;24;free SK-BRTSLV-8264a;39;0;16
3189;195.20.184.0;24;free SK-BRTSLV-8264a;39;0;16
3190;195.20.185.0;24;free SK-BRTSLV-8264a;39;0;16
3191;195.20.186.0;24;free SK-BRTSLV-8264a;39;0;16
3192;195.20.187.0;24;free SK-BRTSLV-8264a;39;0;16
3193;195.20.188.0;24;free SK-BRTSLV-8264a;39;0;16
3194;195.20.189.0;24;free SK-BRTSLV-8264a;39;0;16
3195;195.20.190.0;24;MPLS backbone - loopbacks;39;0;16
3196;195.20.191.0;24;ISP backupne - loopbacks;39;0;16
3250;198.18.12.0;24;remote DNS internal addressing;7;49;4
3251;198.18.14.0;24;Woodbine HUB M&C;7;49;4
3293;198.18.23.0;24;Different remote HUBs M&C subnets;7;49;4
3299;198.18.32.0;23;Bratislava M&C subnet;7;49;4
3300;198.18.47.1;32;WBG-SITE01 - M&C (Loopback0);6568;49;4
3301;198.18.47.2;32;WBG-SITE02 - M&C (Loopback0);6568;49;4
3302;198.18.47.3;32;WBG-SITE03 - M&C (Loopback0);6568;49;4
3303;198.18.47.4;32;WBG-SITE04 - M&C (Loopback0);6568;49;4
3304;198.18.47.5;32;WBG-SITE05 - M&C (Loopback0);6568;49;4
3305;198.18.47.6;32;WBG-SITE06 - M&C (Loopback0);6568;49;4
3306;198.18.47.7;32;WBG-SITE07 - M&C (Loopback0);6568;49;4
3307;198.18.47.8;32;WBG-SITE08 - M&C (Loopback0);6568;49;4
3308;198.18.47.9;32;WBG-SITE09 - M&C (Loopback0);6568;49;4
3309;198.18.47.10;32;WBG-SITE10 - M&C (Loopback0);6568;49;4
3310;198.18.47.11;32;WBG-SITE11 - M&C (Loopback0);6568;49;4
3311;198.18.47.12;32;WBG-SITE12 - M&C (Loopback0);6568;49;4
3312;198.18.47.13;32;WBG-SITE13 - M&C (Loopback0);6568;49;4
3313;198.18.47.14;32;WBG-SITE14 - M&C (Loopback0);6568;49;4
3314;198.18.47.15;32;WBG-SITE15 - M&C (Loopback0);6568;49;4
3315;198.18.47.16;32;WBG-SITE16 - M&C (Loopback0);6568;49;4
3316;198.18.47.17;32;WBG-SITE17 - M&C (Loopback0);6568;49;4
3317;198.18.47.18;32;WBG-SITE18 - M&C (Loopback0);6568;49;4
3318;198.18.47.19;32;WBG-SITE19 - M&C (Loopback0);6568;49;4
3319;198.18.47.20;32;WBG-SITE20 - M&C (Loopback0);6568;49;4
3320;198.18.47.21;32;WBG-SITE21 - M&C (Loopback0);6568;49;4
3321;198.18.47.22;32;WBG-SITE22 - M&C (Loopback0);6568;49;4
3322;198.18.47.23;32;WBG-SITE23 - M&C (Loopback0);6568;49;4
3323;198.18.47.24;32;WBG-SITE24 - M&C (Loopback0);6568;49;4
3324;198.18.47.25;32;WBG-SITE25 - M&C (Loopback0);6568;49;4
3325;198.18.47.26;32;WBG-SITE26 - M&C (Loopback0);6568;49;4
3326;198.18.47.27;32;WBG-SITE27 - M&C (Loopback0);6568;49;4
3327;198.18.47.28;32;WBG-SITE28 - M&C (Loopback0);6568;49;4
3328;198.18.47.29;32;WBG-SITE29 - M&C (Loopback0);6568;49;4
3329;198.18.47.30;32;WBG-SITE30 - M&C (Loopback0);6568;49;4
3330;198.18.47.31;32;WBG-SITE31 - M&C (Loopback0);6568;49;4
3331;198.18.47.32;32;WBG-SITE32 - M&C (Loopback0);6568;49;4
3332;198.18.47.33;32;WBG-SITE33 - M&C (Loopback0);6568;49;4
3333;198.18.47.34;32;WBG-SITE34 - M&C (Loopback0);6568;49;4
3334;198.18.47.35;32;WBG-SITE35 - M&C (Loopback0);6568;49;4
3335;198.18.47.36;32;WBG-SITE36 - M&C (Loopback0);6568;49;4
3336;198.18.47.37;32;WBG-SITE37 - M&C (Loopback0);6568;49;4
3337;198.18.47.38;32;WBG-SITE38 - M&C (Loopback0);6568;49;4
3338;198.18.47.39;32;WBG-SITE39 - M&C (Loopback0);6568;49;4
3339;198.18.47.40;32;WBG-SITE40 - M&C (Loopback0);6568;49;4
3340;198.18.47.41;32;WBG-SITE41 - M&C (Loopback0);6568;49;4
3341;198.18.47.42;32;WBG-SITE42 - M&C (Loopback0);6568;49;4
3342;198.18.47.43;32;WBG-SITE43 - M&C (Loopback0);6568;49;4
3343;198.18.47.44;32;WBG-SITE44 - M&C (Loopback0);6568;49;4
3344;198.18.47.45;32;WBG-SITE45 - M&C (Loopback0);6568;49;4
3345;198.18.47.46;32;WBG-SITE46 - M&C (Loopback0);6568;49;4
3346;198.18.47.47;32;WBG-SITE47 - M&C (Loopback0);6568;49;4
3348;198.18.47.49;32;WBG-SITE49 - M&C (Loopback0);6568;49;4
